CASE_NUMBER,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,SOC_CODE,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,WORKSITE_CITY,WORKSITE_STATE_ABB,YEAR,WORKSITE_STATE_FULL,WORKSITE,CASE_STATUS_CLEAN,APPROVAL_FLAG
I-200-16074-284226,CERTIFIED,ENNEAD ARCHITECTS LLP,ARCHITECTURAL AND CIVIL DRAFTERS,17-3011,ARCHITECTURAL DESIGNER,N,38584.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-203-19219-684601,CERTIFIED,"GAM USA, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,DIRECTOR - BUSINESS DEVELOPMENT,Y,99362.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-17362-838636,WITHDRAWN,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,15-1121,36780,SENIOR SYSTEMS ANALYST JC60,Y,63627.0,NEENAH,WI,2018,WISCONSIN,"NEENAH, WISCONSIN",Withdrawn,0
I-200-15068-961182,CERTIFIED,RAPID RATINGS INTERNATIONAL INC.,"FINANCIAL SPECIALISTS, ALL OTHER",13-2099,PRODUCTION ASSOCIATE,Y,54163.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18121-392377,CERTIFIED,BARCLAYS SERVICES CORP.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,"AVP, SENIOR DEVELOPER",Y,114026.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19081-042633,CERTIFIED,DISCOVER PRODUCTS INC.,OPERATIONS RESEARCH ANALYSTS,15-2031,LEAD BUSINESS INTELLIGENCE ANALYST,Y,61734.0,RIVERWOODS,ILLINOIS,2019,ILLINOIS,"Riverwoods, ILLINOIS",Approved,1
I-200-17268-199816,CERTIFIED,GENERAL MOTORS COMPANY,ELECTRICAL ENGINEERS,17-2071,ADVANCED FEATURE OWNER - ACTIVE SAFETY,Y,88483.0,WARREN,MI,2017,MICHIGAN,"WARREN, MICHIGAN",Approved,1
I-200-15363-176907,CERTIFIED,JPMORGAN CHASE AND CO.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,APPLICATIONS DEVELOPER - ASSOCIATE,Y,111114.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17067-487645,CERTIFIED,NEUMERIC TECHNOLOGIES CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,77210.0,WESTERVILLE,OH,2017,OHIO,"WESTERVILLE, OHIO",Approved,1
I-200-15035-043045,CERTIFIED,OHIO UNIVERSITY,"HISTORY TEACHERS, POSTSECONDARY",25-1125,ASSISTANT PROFESSOR OF HISTORY,Y,54300.0,ATHENS,OH,2015,OHIO,"ATHENS, OHIO",Approved,1
I-200-15208-042601,CERTIFIED,HEXACORP LLC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,74714.0,NEW YORK CITY,NY,2015,NEW YORK,"NEW YORK CITY, NEW YORK",Approved,1
I-200-16183-893076,CERTIFIED,ROYAL BANK OF CANADA,FINANCIAL ANALYSTS,13-2051,"QUANTITATIVE ANALYST, FIXED INCOME AND CURRENCIES (FIC)",Y,124592.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15152-988878,CERTIFIED,BRONX-LEBANON HOSPITAL CENTER,"PHYSICIANS AND SURGEONS, ALL OTHER",29-1069,PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM,Y,71827.0,BRONX,NY,2015,NEW YORK,"BRONX, NEW YORK",Approved,1
I-200-19151-110952,CERTIFIED,"HARVEST SOFTWARE SOLUTIONS, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,74568.0,GRAFTON,WISCONSIN,2019,WISCONSIN,"Grafton, WISCONSIN",Approved,1
I-200-17076-541978,CERTIFIED,SP TECHNOLOGIES INC,COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,50357.0,COLUMBUS,OH,2017,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-15071-766257,CERTIFIED,"PYRAMID TECHNOLOGY SOLUTIONS, INC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SR ETL DEVELOPER,Y,57554.0,INDIANAPOLIS,IN,2015,INDIANA,"INDIANAPOLIS, INDIANA",Approved,1
I-200-15082-518025,CERTIFIED,"HARWARD TECHNOLOGIES, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,62795.0,KILDEER,IL,2015,ILLINOIS,"KILDEER, ILLINOIS",Approved,1
I-200-17075-175729,CERTIFIED,"HCL AMERICA, INC.","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SYSTEM ARCHITECT - IV,Y,108992.0,WHITE PLAINS,NY,2017,NEW YORK,"WHITE PLAINS, NEW YORK",Approved,1
I-200-17058-701213,CERTIFIED,"ORACLE AMERICA, INC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,APPLICATIONS DEVELOPER,Y,97635.0,BEACHWOOD,OH,2017,OHIO,"BEACHWOOD, OHIO",Approved,1
I-203-15239-762796,CERTIFIED,"DR. DENNIS GROSS SKINCARE, LLC",PUBLIC RELATIONS SPECIALISTS,27-3031,SENIOR MEDIA MANAGER,Y,54954.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18002-404947,CERTIFIED,IBM CORPORATION,COMPUTER SYSTEMS ANALYSTS,15-1121,PACKAGE SOLUTION CONSULTANT,Y,86653.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18173-731195,CERTIFIED,CROWN EQUIPMENT CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SAP APPLICATION DEVELOPER III,Y,89627.0,NEW BREMEN,OH,2018,OHIO,"NEW BREMEN, OHIO",Approved,1
I-200-18016-658061,CERTIFIED,"COOPERATIVE RESPONSE CENTER, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER I,Y,57866.0,AUSTIN,MN,2018,MINNESOTA,"AUSTIN, MINNESOTA",Approved,1
I-200-18023-657816,CERTIFIED,"FEV NORTH AMERICA, INC.",MECHANICAL ENGINEERS,17-2141,PROJECT ENGINEER,Y,76648.0,AUBURN HILLS,MI,2018,MICHIGAN,"AUBURN HILLS, MICHIGAN",Approved,1
I-200-19065-223177,CERTIFIED,GOLDMAN SACHS & CO. LLC,FINANCIAL ANALYSTS,13-2051,ANALYST,Y,74797.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-14067-464033,WITHDRAWN,AVANI TECHNOLOGY SOLUTIONS INC.,COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYST,Y,57678.0,ROCHESTER,NY,2015,NEW YORK,"ROCHESTER, NEW YORK",Withdrawn,0
I-200-15068-678887,CERTIFIED,"M+W U.S., INC.",FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND,47-1011,IMECHANICAL LEAD COORDINATOR,Y,80267.0,WATERVLIET,NY,2015,NEW YORK,"WATERVLIET, NEW YORK",Approved,1
I-200-18065-225297,CERTIFIED,"PYRAMID TECHNOLOGY SOLUTIONS, INC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR APPLICATION DEVELOPER,Y,71240.0,INDIANAPOLIS,IN,2018,INDIANA,"INDIANAPOLIS, INDIANA",Approved,1
I-200-15022-903553,CERTIFIED,FIS MANAGEMENT SERVICES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,PROGRAMMER ANALYST II,Y,69347.0,MALVERN,PA,2015,PENNSYLVANIA,"MALVERN, PENNSYLVANIA",Approved,1
I-200-15362-622998,WITHDRAWN,IGATE TECHNOLOGIES INC.,COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYST,N,77147.0,HORSHAM,PA,2016,PENNSYLVANIA,"HORSHAM, PENNSYLVANIA",Withdrawn,0
I-200-19051-268914,CERTIFIED-WITHDRAWN,"DUCKER RESEARCH NA, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,MARKET ANALYST,Y,66414.0,TROY,MICHIGAN,2019,MICHIGAN,"Troy, MICHIGAN",Approved,1
I-200-16059-505306,CERTIFIED,MACQUARIE HOLDINGS (USA) INC.,FINANCIAL ANALYSTS,13-2051,ANALYST,N,65187.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16215-525949,CERTIFIED,"3I INFOTECH, INC.",COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,N,56285.0,EDEN PRAIRIE,MN,2016,MINNESOTA,"EDEN PRAIRIE, MINNESOTA",Approved,1
I-200-16251-409990,CERTIFIED,COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,COMPUTER SYSTEMS ANALYST,15-1121,SENIOR SYSTEMS ANALYST JC60,N,59259.0,BUFFALO,NY,2016,NEW YORK,"BUFFALO, NEW YORK",Approved,1
I-200-16328-168189,CERTIFIED,CATERPILLAR INC.,ELECTRICAL ENGINEERS,17-2071,ENGINEERING PROJECT TEAM LEAD,Y,85509.0,MOSSVILLE,IL,2017,ILLINOIS,"MOSSVILLE, ILLINOIS",Approved,1
I-200-16202-125768,CERTIFIED,FCA US LLC,ELECTRICAL ENGINEERS,17-2071,PRODUCT ENGINEER,N,62379.0,AUBURN HILLS,MI,2016,MICHIGAN,"AUBURN HILLS, MICHIGAN",Approved,1
I-200-19077-888121,CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYST 3,Y,79102.0,AUBURN HILLS,MICHIGAN,2019,MICHIGAN,"Auburn Hills, MICHIGAN",Approved,1
I-200-17075-690397,CERTIFIED,SEVEN EIGHT CAPITAL LP,FINANCIAL ANALYSTS,13-2051,QUANTITATIVE FINANCIAL ANALYST,Y,124592.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19063-896925,CERTIFIED,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,COMPUTER SYSTEMS ANALYST,15-1121,SENIOR SYSTEMS ANALYST JC60,Y,81286.0,PHILADELPHIA,PENNSYLVANIA,2019,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-17074-228247,CERTIFIED,DELOITTE CONSULTING LLP,OPERATIONS RESEARCH ANALYSTS,15-2031,CONSULTANT,Y,49005.0,CLEVELAND,OH,2017,OHIO,"CLEVELAND, OHIO",Approved,1
I-200-18288-552972,CERTIFIED,TECHWAVE CONSULTING INC,COMPUTER PROGRAMMERS,15-1131,SENIOR PROGRAMMER ANALYST,Y,70845.0,EXTON,PA,2019,PENNSYLVANIA,"EXTON, PENNSYLVANIA",Approved,1
I-200-19064-293734,CERTIFIED,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,COMPUTER SYSTEMS ANALYST,15-1121,SENIOR SYSTEMS ANALYST JC60,Y,81286.0,PHILADELPHIA,PENNSYLVANIA,2019,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-16211-713428,CERTIFIED,"FUJITSU AMERICA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",N,76696.0,MT PROSPECT,IL,2016,ILLINOIS,"MT PROSPECT, ILLINOIS",Approved,1
I-200-19066-841522,CERTIFIED,AVERY DENNISON CORPORATION,CHEMICAL ENGINEERS,17-2041,LEADERSHIP DEVELOPMENT PROGRAM ASSOCIATE - TECHNOLOGY,Y,86882.0,MENTOR,OHIO,2019,OHIO,"Mentor, OHIO",Approved,1
I-200-16077-183316,CERTIFIED,PEATIX INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,PRODUCT MANAGER,N,77293.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15023-821588,CERTIFIED,THE BANK OF NEW YORK MELLON,FINANCIAL ANALYSTS,13-2051,GLOBAL MARKETS CREDIT ADMINISTRATOR,Y,66019.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17304-177954,CERTIFIED,"AVVENTIS TECH, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,IT CONSULTANT,Y,61526.0,EAST LANSING,MI,2018,MICHIGAN,"EAST LANSING, MICHIGAN",Approved,1
I-200-19064-048158,CERTIFIED-WITHDRAWN,UNIVERSITY OF PITTSBURGH,"POLITICAL SCIENCE TEACHERS, POSTSECONDARY",25-1065,ASSISTANT PROFESSOR,Y,46070.0,PITTSBURGH,PENNSYLVANIA,2019,PENNSYLVANIA,"Pittsburgh, PENNSYLVANIA",Approved,1
I-200-19051-285073,CERTIFIED,ERNST & YOUNG U.S. LLP,INFORMATION SECURITY ANALYSTS,15-1122,INFORMATION SECURITY ANALYSTS,Y,64834.0,CHICAGO,ILLINOIS,2019,ILLINOIS,"Chicago, ILLINOIS",Approved,1
I-200-18101-769014,CERTIFIED,"NEW YORK TECHNOLOGY PARTNERS, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR SYSTEMS ANALYST,Y,86653.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18036-141998,CERTIFIED,DISCOVER PRODUCTS INC.,STATISTICIANS,15-2041,"SENIOR ASSOCIATE, LOSS FORECASTING",Y,70762.0,RIVERWOODS,IL,2018,ILLINOIS,"RIVERWOODS, ILLINOIS",Approved,1
I-200-17074-397602,CERTIFIED,"KEN SMITH LANDSCAPE ARCHITECT, P.C.",ARCHITECTURAL AND CIVIL DRAFTERS,17-3011,ARCHITECTURAL DESIGNER,Y,38896.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19172-375622,CERTIFIED,"TATA TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,TEAMCENTER SYSTEMS SUPPORT ANALYST,Y,58989.0,AUBURN HILLS,MICHIGAN,2019,MICHIGAN,"AUBURN HILLS, MICHIGAN",Approved,1
I-200-18040-800883,CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYSTS,Y,75733.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16355-052615,CERTIFIED,"3I INFOTECH, INC.",COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST (QUALITY ASSURANCE TESTER),Y,61922.0,COLUMBUS,OH,2017,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-19042-877359,CERTIFIED,MEMORIAL SLOAN-KETTERING CANCER CENTER,"BIOLOGICAL SCIENTISTS, ALL OTHER",19-1029,BIOINFORMATICS ENGINEER II,Y,59322.0,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-17138-440211,CERTIFIED,COMPUTER POWER GROUP INC,COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,Y,77563.0,KING OF PRUSSIA,PA,2017,PENNSYLVANIA,"KING OF PRUSSIA, PENNSYLVANIA",Approved,1
I-200-19158-882680,CERTIFIED,"SPOTIFY USA, INC.",WEB DEVELOPERS,15-1134,SENIOR WEB ENGINEER,Y,104770.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16064-782880,CERTIFIED,KPMG LLP,ACCOUNTANTS AND AUDITORS,13-2011,ASSOCIATE,N,55370.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19114-695580,CERTIFIED,CATALINA MARKETING CORPORATION,STATISTICIANS,15-2041,"MANAGER, RETAIL ANALYTICS",Y,81370.0,CHICAGO,ILLINOIS,2019,ILLINOIS,"Chicago, ILLINOIS",Approved,1
I-200-17026-122899,CERTIFIED,"COMPUNNEL SOFTWARE GROUP, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,Y,52790.0,MECHANICSBURG,PA,2017,PENNSYLVANIA,"MECHANICSBURG, PENNSYLVANIA",Approved,1
I-200-14142-913759,CERTIFIED-WITHDRAWN,"AQUA INFORMATION SYSTEMS, INC.",COMPUTER PROGRAMMERS,15-1131,COMPUTER PROGRAMMER,Y,50045.0,EXTON,PA,2017,PENNSYLVANIA,"EXTON, PENNSYLVANIA",Approved,1
I-200-17194-084670,CERTIFIED,FORD MOTOR COMPANY,ELECTRICAL ENGINEERS,17-2071,RESEARCH ENGINEER,Y,67829.0,DEARBORN,MI,2017,MICHIGAN,"DEARBORN, MICHIGAN",Approved,1
I-200-15165-854988,CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYST 3,Y,83158.0,RICHFIELD,MN,2015,MINNESOTA,"RICHFIELD, MINNESOTA",Approved,1
I-200-19094-225233,CERTIFIED,DEREX TECHNOLOGIES INC,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,COMPUTER PROGRAMMER,Y,79165.0,MALVERN,PENNSYLVANIA,2019,PENNSYLVANIA,"MALVERN, PENNSYLVANIA",Approved,1
I-200-16340-984132,CERTIFIED,"UPMC EMERGENCY MEDICINE, INC.","PHYSICIANS AND SURGEONS, ALL OTHER",29-1069,HOSPITALIST,Y,90854.0,MONROEVILLE,PA,2017,PENNSYLVANIA,"MONROEVILLE, PENNSYLVANIA",Approved,1
I-200-15167-629437,CERTIFIED,ROCKFORD SCHOOL DISTRICT #205,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",25-2021,BILINGUAL TEACHER (ELEMENTARY),Y,32925.0,ROCKFORD,IL,2015,ILLINOIS,"ROCKFORD, ILLINOIS",Approved,1
I-200-15119-528316,CERTIFIED,"SMBC RAIL SERVICES, LLC",ACCOUNTANTS AND AUDITORS,13-2011,FINANCIAL ACCOUNTANT,Y,59155.0,CHICAGO,IL,2015,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18058-498829,CERTIFIED,CAPGEMINI AMERICA INC,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,DATA ANALYST 1,Y,57138.0,ARLINGTON HEIGHTS,IL,2018,ILLINOIS,"ARLINGTON HEIGHTS, ILLINOIS",Approved,1
I-200-14094-779311,CERTIFIED-WITHDRAWN,UNIVERSITY OF ROCHESTER,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY",25-1022,ASSISTANT PROFESSOR,N,41570.0,ROCHESTER,NY,2016,NEW YORK,"ROCHESTER, NEW YORK",Approved,1
I-200-18024-044155,CERTIFIED,FOX CHASE CANCER CENTER MEDICAL GROUP INC,"PHYSICIANS AND SURGEONS, ALL OTHER",29-1069,"FELLOW, PATHOLOGY (PGY-6)",Y,68484.0,PHILADELPHIA,PA,2018,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-15187-210695,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,15-1134,DEVELOPER USER INTERFACE,Y,60112.0,DEERFIELD,IL,2015,ILLINOIS,"DEERFIELD, ILLINOIS",Approved,1
I-200-15352-600603,CERTIFIED,CARNEGIE MELLON UNIVERSITY,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,15-1111,COMMERCIALIZATION SPECIALIST,N,45427.0,PITTSBURGH,PA,2016,PENNSYLVANIA,"PITTSBURGH, PENNSYLVANIA",Approved,1
I-200-14188-162320,CERTIFIED,FOURSQUARE LABS INC.,ART DIRECTORS,27-1011,DESIGN DIRECTOR,Y,73861.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18085-954613,CERTIFIED,NEW EMPIRE BUILDER CORP.,FINANCIAL ANALYSTS,13-2051,ACQUISITIONS ANALYST,N,69388.8,BROOKLYN,NY,2018,NEW YORK,"BROOKLYN, NEW YORK",Approved,1
I-202-16350-669756,CERTIFIED,"HAVAS WORLDWIDE NEW YORK, INC.",ART DIRECTORS,27-1011,JUNIOR ART DIRECTOR,Y,53065.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19196-038102,CERTIFIED,"CONCH TECHNOLOGIES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,79498.0,"DETROIT,",MICHIGAN,2019,MICHIGAN,"Detroit, MICHIGAN",Approved,1
I-200-17060-685384,CERTIFIED,"LG ELECTRONICS U.S.A., INC.","ENGINEERS, ALL OTHER",17-2199,ASSOCIATE DEVELOPMENT ENGINEER,Y,61402.0,TROY,MI,2017,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-18071-643231,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,ENGINEER,Y,65998.0,FARMINGTON HILLS,MI,2018,MICHIGAN,"FARMINGTON HILLS, MICHIGAN",Approved,1
I-200-15099-634978,CERTIFIED,"CHILDREN'S AND WOMEN'S PHYSICIANS OF WESTCHESTER, LLP","PHYSICIANS AND SURGEONS, ALL OTHER",29-1069,PEDIATRIC GASTROENTEROLOGIST,Y,111176.0,VALHALLA,NY,2015,NEW YORK,"VALHALLA, NEW YORK",Approved,1
I-200-16208-239233,CERTIFIED,CAPGEMINI AMERICA INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,APPLICATIONS CONSULTANT 2,N,71843.0,SCHAUMBURG,IL,2016,ILLINOIS,"SCHAUMBURG, ILLINOIS",Approved,1
I-200-18075-962487,CERTIFIED,I2U SYSTEMS INC,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,QA ANALYST/ETL ENGINEER,Y,75275.0,MALVERN,PA,2018,PENNSYLVANIA,"MALVERN, PENNSYLVANIA",Approved,1
I-200-19035-468736,CERTIFIED,E-GIANTS TECHNOLOGIES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SR. DOT NET DEVELOPER,Y,72842.0,GREEN BAY,WISCONSIN,2019,WISCONSIN,"Green Bay, WISCONSIN",Approved,1
I-200-16098-930294,CERTIFIED,UNIVERSITY OF MICHIGAN,BIOINFORMATICS SCIENTISTS,19-1029.01,APPLICATIONS PROGRAMMER/ANALYST SENIOR,N,40123.0,ANN ARBOR,MI,2016,MICHIGAN,"ANN ARBOR, MICHIGAN",Approved,1
I-200-18131-967297,CERTIFIED,"ITC INFOTECH (USA), INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SENIOR IT CONSULTANT,Y,114026.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17324-219292,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,COMPUTER PROGRAMMERS,15-1131,DEVELOPER,Y,63918.0,PITTSBURGH,PA,2018,PENNSYLVANIA,"PITTSBURGH, PENNSYLVANIA",Approved,1
I-200-16030-701332,CERTIFIED,"WACHTELL, LIPTON, ROSEN & KATZ",LAWYERS,23-1011,CORPORATE ASSOCIATE,Y,81266.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17265-642979,CERTIFIED,UBS AG,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,"ASSOCIATE DIRECTOR, IT PROJECT MANAGER",Y,119226.0,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18080-947929,CERTIFIED,GREAT LOGICS INC,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,SOFTWARE SYSTEMS DEVELOPER,Y,68702.0,CANTON,MI,2018,MICHIGAN,"CANTON, MICHIGAN",Approved,1
I-200-17227-344317,CERTIFIED,"ILOGIC, INC",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,Y,74714.0,PHILADELPHIA,PA,2017,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-17093-585347,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYST,15-1121,TECHNOLOGY LEAD - US,Y,74006.0,NORTHBROOK,IL,2017,ILLINOIS,"NORTHBROOK, ILLINOIS",Approved,1
I-200-16042-037411,CERTIFIED,JPMORGAN CHASE & CO.,BUDGET ANALYSTS,13-2031,"CONTROLLER, NA EXOTICS EQUITY DERIVATIVES PRODUCT CONTROL",N,66664.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18064-092826,CERTIFIED,"TECHNICAL YOUTH, LLC","COMPUTER OCCUPATIONS, ALL OTHER",15-1199,BUSINESS INTELLIGENCE ANALYST,Y,74817.6,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18046-892289,CERTIFIED,IBM CORPORATION,ELECTRICAL ENGINEERS,17-2071,SEMICONDUCTOR PROCESS INTEGRATION ENGINEER,Y,104104.0,ALBANY,NY,2018,NEW YORK,"ALBANY, NEW YORK",Approved,1
I-200-16116-365917,CERTIFIED,MINDTREE LIMITED,COMPUTER SYSTEMS ANALYSTS,15-1121,PROJECT LEAD,N,72030.0,BOHEMIA,NY,2016,NEW YORK,"BOHEMIA, NEW YORK",Approved,1
I-200-15355-371777,CERTIFIED,"ASPIRE SYSTEMS, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,N,69971.0,ROSEMONT,IL,2016,ILLINOIS,"ROSEMONT, ILLINOIS",Approved,1
I-200-15033-908595,CERTIFIED,PALANTIR TECHNOLOGIES INC.,OPERATIONS RESEARCH ANALYSTS,15-2031,EMBEDDED ANALYST,Y,62795.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19029-808630,CERTIFIED-WITHDRAWN,GRENZA INC,COMPUTER PROGRAMMERS,15-1131,APPLICATIONS DEVELOPER,Y,74526.0,PHILADELPHIA,PENNSYLVANIA,2019,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-19211-933658,CERTIFIED,GEEKSOFT LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,IT ANALYST,Y,66477.0,EAST LANSING,MICHIGAN,2019,MICHIGAN,"East Lansing, MICHIGAN",Approved,1
I-200-17016-649538,CERTIFIED,THE HERSHEY COMPANY,COMPUTER SYSTEMS ANALYSTS,15-1121,LEAD ANALYST - BUSINESS TRANSFORMATION,Y,90563.0,HERSHEY,PA,2017,PENNSYLVANIA,"HERSHEY, PENNSYLVANIA",Approved,1
I-200-15022-331449,CERTIFIED,NYCHHC - JACOBI MEDICAL CENTER,"PHYSICIANS AND SURGEONS, ALL OTHER",29-1069,PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM,Y,67937.44,BRONX,NY,2015,NEW YORK,"BRONX, NEW YORK",Approved,1
I-200-16020-651143,CERTIFIED-WITHDRAWN,"BLACKROCK FINANCIAL MANAGEMENT, INC.",FINANCIAL ANALYSTS,13-2051,VICE PRESIDENT,Y,124093.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
